Flow_Name,Flow_Key,Metal,Delta_g_Total,Delta_g_Metal,Metal_Fraction,CF_Metal,CF_Total,grade_source
"Zinc, Zn 3.1%, in mixed ore, in ground","('ecoinvent-3.4-biosphere', 'c3b2ba62-b158-47b1-8e1e-e76156e5292a')",Zn,1.1095296388631614e-11,1.1095296388631614e-11,0.031,3.359338791170547e-15,3.359338791170547e-15,parsed_crude_ore_multi
"Copper, 1.42% in sulfide, Cu 0.81% and Mo 8.2E-3% in crude ore, in ground","('ecoinvent-3.4-biosphere', 'c8f18160-6937-4bb9-ad0c-dffa942ca41e')",Cu,9.958828984517513e-12,8.767124305025508e-12,0.008100000000000001,9.973071000013574e-17,1.1328698565692033e-16,parsed_crude_ore_multi
"Copper, 1.42% in sulfide, Cu 0.81% and Mo 8.2E-3% in crude ore, in ground","('ecoinvent-3.4-biosphere', 'c8f18160-6937-4bb9-ad0c-dffa942ca41e')",Mo,9.958828984517513e-12,1.1917046794920047e-12,8.2e-05,1.3556275656784592e-17,1.1328698565692033e-16,parsed_crude_ore_multi
"Molybdenum, 0.11% in sulfide, Mo 4.1E-2% and Cu 0.36% in crude ore, in ground","('ecoinvent-3.4-biosphere', 'eda28c96-8899-4d84-bf18-35c3f1de518e')",Mo,5.131826110412538e-12,3.1027939433257763e-12,0.00041,6.778137828392296e-17,1.1210613828398327e-16,parsed_crude_ore_multi
"Molybdenum, 0.11% in sulfide, Mo 4.1E-2% and Cu 0.36% in crude ore, in ground","('ecoinvent-3.4-biosphere', 'eda28c96-8899-4d84-bf18-35c3f1de518e')",Cu,5.131826110412538e-12,2.0290321670867625e-12,0.0036,4.432476000006032e-17,1.1210613828398327e-16,parsed_crude_ore_multi
"Nickel, Ni 2.5E+0%, in mixed ore, in ground","('ecoinvent-3.4-biosphere', 'f09c3144-a268-4bed-8ca2-63005b6ef75f')",Ni,4.241904444315969e-12,4.241904444315969e-12,0.025,2.2666854221206516e-15,2.2666854221206516e-15,parsed_crude_ore_multi
"Molybdenum, 0.010% in sulfide, Mo 8.2E-3% and Cu 1.83% in crude ore, in ground","('ecoinvent-3.4-biosphere', '06874cbb-2daf-4981-a55e-2c38be5b7277')",Mo,1.9692304285083076e-12,1.117553699416861e-13,8.2e-05,1.3556275656784592e-17,2.3887380565709124e-16,parsed_crude_ore_multi
"Molybdenum, 0.010% in sulfide, Mo 8.2E-3% and Cu 1.83% in crude ore, in ground","('ecoinvent-3.4-biosphere', '06874cbb-2daf-4981-a55e-2c38be5b7277')",Cu,1.9692304285083076e-12,1.8574750585666215e-12,0.0183,2.2531753000030665e-16,2.3887380565709124e-16,parsed_crude_ore_multi
"Lead, Pb 0.014%, in mixed ore, in ground","('ecoinvent-3.4-biosphere', '2d9f9c6b-8dca-4641-8ff9-53cb8beabd13')",Pb,1.8437583115468222e-12,1.8437583115468222e-12,0.00014000000000000001,1.6597356591276228e-17,1.6597356591276228e-17,parsed_crude_ore_multi
"Cobalt, in ground","('ecoinvent-3.4-biosphere', 'd0779a5e-6969-4144-954e-ceb81fb83f15')",Co,1.4942913892445462e-12,1.4942913892445462e-12,0.0019,3.695024078206249e-15,3.695024078206249e-15,valero_fallback
"Molybdenum, 0.025% in sulfide, Mo 8.2E-3% and Cu 0.39% in crude ore, in ground","('ecoinvent-3.4-biosphere', '719def62-0941-4264-bc54-97093d847d7a')",Mo,1.1940300926082799e-12,2.6287718524338685e-13,8.2e-05,1.3556275656784592e-17,6.157476565684994e-17,parsed_crude_ore_multi
"Molybdenum, 0.025% in sulfide, Mo 8.2E-3% and Cu 0.39% in crude ore, in ground","('ecoinvent-3.4-biosphere', '719def62-0941-4264-bc54-97093d847d7a')",Cu,1.1940300926082799e-12,9.31152907364893e-13,0.0039000000000000003,4.801849000006535e-17,6.157476565684994e-17,parsed_crude_ore_multi
"Molybdenum, 0.016% in sulfide, Mo 8.2E-3% and Cu 0.27% in crude ore, in ground","('ecoinvent-3.4-biosphere', 'ac8571b8-b00b-479d-93cf-b9374feaee05')",Mo,1.0517387693631474e-12,3.046518738750049e-13,8.2e-05,1.3556275656784592e-17,4.6799845656829836e-17,parsed_crude_ore_multi
"Molybdenum, 0.016% in sulfide, Mo 8.2E-3% and Cu 0.27% in crude ore, in ground","('ecoinvent-3.4-biosphere', 'ac8571b8-b00b-479d-93cf-b9374feaee05')",Cu,1.0517387693631474e-12,7.470868954881426e-13,0.0027,3.3243570000045246e-17,4.6799845656829836e-17,parsed_crude_ore_multi
"Molybdenum, 0.022% in sulfide, Mo 8.2E-3% and Cu 0.36% in crude ore, in ground","('ecoinvent-3.4-biosphere', '30fed59d-d722-482f-be4f-f3d93bdd2527')",Mo,7.814663001394752e-13,1.8302665909409117e-13,8.2e-05,1.3556275656784592e-17,5.788103565684491e-17,parsed_crude_ore_multi
"Molybdenum, 0.022% in sulfide, Mo 8.2E-3% and Cu 0.36% in crude ore, in ground","('ecoinvent-3.4-biosphere', '30fed59d-d722-482f-be4f-f3d93bdd2527')",Cu,7.814663001394752e-13,5.984396410453841e-13,0.0036,4.432476000006032e-17,5.788103565684491e-17,parsed_crude_ore_multi
"Molybdenum, 0.022% in sulfide, Mo 8.2E-3% and Cu 0.22% in crude ore, in ground","('ecoinvent-3.4-biosphere', 'a76cf135-2be1-4e53-9423-9211acd100f1')",Mo,6.782394980058259e-13,2.2621999621424952e-13,8.2e-05,1.3556275656784592e-17,4.064362899015479e-17,parsed_crude_ore_multi
"Molybdenum, 0.022% in sulfide, Mo 8.2E-3% and Cu 0.22% in crude ore, in ground","('ecoinvent-3.4-biosphere', 'a76cf135-2be1-4e53-9423-9211acd100f1')",Cu,6.782394980058259e-13,4.520195017915763e-13,0.0022,2.70873533333702e-17,4.064362899015479e-17,parsed_crude_ore_multi
"Tin, 79% in cassiterite, 0.1% in crude ore, in ground","('ecoinvent-3.4-biosphere', '31b4eea9-640e-4056-ac2f-0555627af18a')",Sn,5.07197314744163e-13,5.07197314744163e-13,0.001,1.3268575464212294e-16,1.3268575464212294e-16,parsed_crude_ore
"Molybdenum, 0.014% in sulfide, Mo 8.2E-3% and Cu 0.81% in crude ore, in ground","('ecoinvent-3.4-biosphere', '5514ccd2-469f-4074-9905-529154e7f742')",Mo,2.0439062328490273e-13,2.4458022383111217e-14,8.2e-05,1.3556275656784592e-17,1.1328698565692033e-16,parsed_crude_ore_multi
"Molybdenum, 0.014% in sulfide, Mo 8.2E-3% and Cu 0.81% in crude ore, in ground","('ecoinvent-3.4-biosphere', '5514ccd2-469f-4074-9905-529154e7f742')",Cu,2.0439062328490273e-13,1.799326009017915e-13,0.008100000000000001,9.973071000013574e-17,1.1328698565692033e-16,parsed_crude_ore_multi
"Ni, Ni 3.7E-2%, Pt 4.8E-4%, Pd 2.0E-4%, Rh 2.4E-5%, Cu 5.2E-2% in ore, in ground","('ecoinvent-3.4-biosphere', 'febbfa6e-44d4-42a0-abcd-aec8a428f75e')",Ni,1.7779826080326522e-13,1.4930354178066987e-13,0.00037,3.354694424738564e-17,3.9949409580727685e-17,parsed_crude_ore_multi
"Ni, Ni 3.7E-2%, Pt 4.8E-4%, Pd 2.0E-4%, Rh 2.4E-5%, Cu 5.2E-2% in ore, in ground","('ecoinvent-3.4-biosphere', 'febbfa6e-44d4-42a0-abcd-aec8a428f75e')",Cu,1.7779826080326522e-13,2.849471902259533e-14,0.00052,6.402465333342046e-18,3.9949409580727685e-17,parsed_crude_ore_multi
"Lead, Pb 3.6E-1%, in mixed ore, in ground","('ecoinvent-3.4-biosphere', '4df0eac4-44bb-46b6-b588-e3513a1ead2f')",Pb,1.6422962717168985e-13,1.6422962717168985e-13,0.0036,4.267891694899601e-16,4.267891694899601e-16,parsed_crude_ore_multi
"Cu, Cu 5.2E-2%, Pt 4.8E-4%, Pd 2.0E-4%, Rh 2.4E-5%, Ni 3.7E-2% in ore, in ground","('ecoinvent-3.4-biosphere', '8508a83c-6a37-4159-93cc-21a2645390ab')",Cu,1.246756148585651e-13,1.9981053798355727e-14,0.00052,6.402465333342046e-18,3.9949409580727685e-17,parsed_crude_ore_multi
"Cu, Cu 5.2E-2%, Pt 4.8E-4%, Pd 2.0E-4%, Rh 2.4E-5%, Ni 3.7E-2% in ore, in ground","('ecoinvent-3.4-biosphere', '8508a83c-6a37-4159-93cc-21a2645390ab')",Ni,1.246756148585651e-13,1.0469456106020937e-13,0.00037,3.354694424738564e-17,3.9949409580727685e-17,parsed_crude_ore_multi
"Copper, Cu 6.8E-1%, in mixed ore, in ground","('ecoinvent-3.4-biosphere', '4f684798-3870-45a1-b5f2-aa3444c0b8d6')",Cu,4.349355642425611e-14,4.349355642425611e-14,0.0068000000000000005,8.372454666678061e-17,8.372454666678061e-17,parsed_crude_ore_multi
"Cobalt, Co 5.0E-2%, in mixed ore, in ground","('ecoinvent-3.4-biosphere', '02e8658e-3c88-404c-865d-4d4934661ea6')",Co,3.71460741719923e-14,3.71460741719923e-14,0.0005,9.723747574226973e-16,9.723747574226973e-16,parsed_crude_ore_multi
"Pd, Pd 7.3E-4%, Pt 2.5E-4%, Rh 2.0E-5%, Ni 2.3E+0%, Cu 3.2E+0% in ore, in ground","('ecoinvent-3.4-biosphere', '535bbc83-033b-42fe-9a68-8dc9eb420385')",Ni,2.5425008269716745e-14,2.1384672996153578e-14,0.023,2.0853505883509992e-15,2.479348455018202e-15,parsed_crude_ore_multi
"Pd, Pd 7.3E-4%, Pt 2.5E-4%, Rh 2.0E-5%, Ni 2.3E+0%, Cu 3.2E+0% in ore, in ground","('ecoinvent-3.4-biosphere', '535bbc83-033b-42fe-9a68-8dc9eb420385')",Cu,2.5425008269716745e-14,4.040335273563169e-15,0.032,3.939978666672029e-16,2.479348455018202e-15,parsed_crude_ore_multi
"Pt, Pt 2.5E-4%, Pd 7.3E-4%, Rh 2.0E-5%, Ni 2.3E+0%, Cu 3.2E+0% in ore, in ground","('ecoinvent-3.4-biosphere', '3250f566-58bc-46d3-ab88-1d2e23ca3e1b')",Ni,8.71535416005199e-15,7.330381047716957e-15,0.023,2.0853505883509992e-15,2.479348455018202e-15,parsed_crude_ore_multi
"Pt, Pt 2.5E-4%, Pd 7.3E-4%, Rh 2.0E-5%, Ni 2.3E+0%, Cu 3.2E+0% in ore, in ground","('ecoinvent-3.4-biosphere', '3250f566-58bc-46d3-ab88-1d2e23ca3e1b')",Cu,8.71535416005199e-15,1.3849731123350335e-15,0.032,3.939978666672029e-16,2.479348455018202e-15,parsed_crude_ore_multi
"Copper, Cu 0.2%, in mixed ore, in ground","('ecoinvent-3.4-biosphere', '704399e3-cf6b-483d-84f5-466e91a9d17c')",Cu,5.2644592865561264e-15,5.2644592865561264e-15,0.002,2.462486666670018e-17,2.462486666670018e-17,parsed_crude_ore_multi
"Silver, 0.007% in sulfide, Ag 0.004%, Pb, Zn, Cd, In, in ground","('ecoinvent-3.4-biosphere', 'c15f6c4d-bf7a-4a7c-91c6-53aad6a630a8')",Ag,4.2775719136239815e-15,4.2775719136239815e-15,4e-05,6.280784264150202e-18,6.280784264150202e-18,parsed_crude_ore_multi
"Silver, Ag 9.7E-4%, in mixed ore, in ground","('ecoinvent-3.4-biosphere', 'cfaa80f4-8e19-4fd6-942a-eaea14812896')",Ag,1.725041696163023e-15,1.725041696163023e-15,9.7e-06,1.5230901840564239e-18,1.5230901840564239e-18,parsed_crude_ore_multi
"Pt, Pt 4.8E-4%, Pd 2.0E-4%, Rh 2.4E-5%, Ni 3.7E-2%, Cu 5.2E-2% in ore, in ground","('ecoinvent-3.4-biosphere', '636a8446-9899-43a6-b4bf-213f25d69c88')",Ni,8.163542037900848e-16,6.855217448289012e-16,0.00037,3.354694424738564e-17,3.9949409580727685e-17,parsed_crude_ore_multi
"Pt, Pt 4.8E-4%, Pd 2.0E-4%, Rh 2.4E-5%, Ni 3.7E-2%, Cu 5.2E-2% in ore, in ground","('ecoinvent-3.4-biosphere', '636a8446-9899-43a6-b4bf-213f25d69c88')",Cu,8.163542037900848e-16,1.3083245896118349e-16,0.00052,6.402465333342046e-18,3.9949409580727685e-17,parsed_crude_ore_multi
"Rh, Rh 2.0E-5%, Pt 2.5E-4%, Pd 7.3E-4%, Ni 2.3E+0%, Cu 3.2E+0% in ore, in ground","('ecoinvent-3.4-biosphere', '7005a356-23d8-4d38-9dbc-fa75401b400e')",Ni,6.959743447456764e-16,5.853757693296655e-16,0.023,2.0853505883509992e-15,2.479348455018202e-15,parsed_crude_ore_multi
"Rh, Rh 2.0E-5%, Pt 2.5E-4%, Pd 7.3E-4%, Ni 2.3E+0%, Cu 3.2E+0% in ore, in ground","('ecoinvent-3.4-biosphere', '7005a356-23d8-4d38-9dbc-fa75401b400e')",Cu,6.959743447456764e-16,1.1059857541601097e-16,0.032,3.939978666672029e-16,2.479348455018202e-15,parsed_crude_ore_multi
"Silver, Ag 4.2E-3%, Au 1.1E-4%, in ore, in ground","('ecoinvent-3.4-biosphere', 'd76320f7-6761-4864-92a6-660fa3453ffa')",Ag,5.385803247829681e-16,5.385803247829681e-16,4.2e-05,6.594823477357711e-18,6.594823477357711e-18,parsed_crude_ore_multi
"Pd, Pd 2.0E-4%, Pt 4.8E-4%, Rh 2.4E-5%, Ni 3.7E-2%, Cu 5.2E-2% in ore, in ground","('ecoinvent-3.4-biosphere', '4b8ac2cb-3fa6-4047-a9ab-183d9e63ccac')",Ni,3.4692342455308934e-16,2.913239745903297e-16,0.00037,3.354694424738564e-17,3.9949409580727685e-17,parsed_crude_ore_multi
"Pd, Pd 2.0E-4%, Pt 4.8E-4%, Rh 2.4E-5%, Ni 3.7E-2%, Cu 5.2E-2% in ore, in ground","('ecoinvent-3.4-biosphere', '4b8ac2cb-3fa6-4047-a9ab-183d9e63ccac')",Cu,3.4692342455308934e-16,5.559944996275963e-17,0.00052,6.402465333342046e-18,3.9949409580727685e-17,parsed_crude_ore_multi
"Lithium, 0.15% in brine, in ground","('ecoinvent-3.4-biosphere', 'a9ad523f-b721-4f07-ad9f-584053f3454d')",Li,2.930630876428004e-16,2.930630876428004e-16,0.0015,2.27774017949366e-16,2.27774017949366e-16,parsed_in_mineral
"Silver, Ag 5.4E-3%, in mixed ore, in ground","('ecoinvent-3.4-biosphere', 'eaa3e9d4-68d6-4267-a7a5-48b141c3861e')",Ag,4.932447340045987e-17,4.932447340045987e-17,5.4000000000000005e-05,8.479058756602773e-18,8.479058756602773e-18,parsed_crude_ore_multi
"Rh, Rh 2.4E-5%, Pt 4.8E-4%, Pd 2.0E-4%, Ni 3.7E-2%, Cu 5.2E-2% in ore, in ground","('ecoinvent-3.4-biosphere', 'f7360584-688a-4b6f-bc4a-db00a1e7b022')",Ni,4.087191750472543e-17,3.432160705764788e-17,0.00037,3.354694424738564e-17,3.9949409580727685e-17,parsed_crude_ore_multi
"Rh, Rh 2.4E-5%, Pt 4.8E-4%, Pd 2.0E-4%, Ni 3.7E-2%, Cu 5.2E-2% in ore, in ground","('ecoinvent-3.4-biosphere', 'f7360584-688a-4b6f-bc4a-db00a1e7b022')",Cu,4.087191750472543e-17,6.550310447077549e-18,0.00052,6.402465333342046e-18,3.9949409580727685e-17,parsed_crude_ore_multi
"Gold, Au 1.1E-4%, Ag 4.2E-3%, in ore, in ground","('ecoinvent-3.4-biosphere', 'ff741136-d6ee-444a-a15b-3b308e376db8')",Ag,1.4378492344797058e-17,1.4378492344797058e-17,4.2e-05,6.594823477357711e-18,6.594823477357711e-18,parsed_crude_ore_multi
"Silver, Ag 2.1E-4%, Au 2.1E-4%, in ore, in ground","('ecoinvent-3.4-biosphere', 'd02343bd-b00d-4fb3-9bda-2e8183f3b012')",Ag,2.707628246093295e-19,2.707628246093295e-19,2.1000000000000002e-06,3.2974117386788564e-19,3.2974117386788564e-19,parsed_crude_ore_multi
"Gold, Au 1.3E-4%, Ag 4.6E-5%, in ore, in ground","('ecoinvent-3.4-biosphere', '7cd1d217-70a7-4452-abc4-3b1100763d6d')",Ag,2.693011500716725e-19,2.693011500716725e-19,4.6e-07,7.222901903772732e-20,7.222901903772732e-20,parsed_crude_ore_multi
"Gold, Au 2.1E-4%, Ag 2.1E-4%, in ore, in ground","('ecoinvent-3.4-biosphere', '2d65a3f7-2a10-4a10-ac9e-a0cc7cd57979')",Ag,2.659094662265564e-19,2.659094662265564e-19,2.1000000000000002e-06,3.2974117386788564e-19,3.2974117386788564e-19,parsed_crude_ore_multi
"Silver, Ag 4.6E-5%, Au 1.3E-4%, in ore, in ground","('ecoinvent-3.4-biosphere', '6f70e7c7-ef61-4489-b4f3-157e7e8541ef')",Ag,9.618344257053672e-20,9.618344257053672e-20,4.6e-07,7.222901903772732e-20,7.222901903772732e-20,parsed_crude_ore_multi
