Flow_Key,Flow_Name,Metals,CF2_contributions,Total_CF2
"('ecoinvent-3.4-biosphere', '3faef344-9e52-47a3-a317-e17b824cc540')","Zinc, 9.0% in sulfide, Zn 5.3%, Pb, Ag, Cd, In, in ground",['Zn'],[3.068321402890113e-08],3.068321402890113e-08
"('ecoinvent-3.4-biosphere', '4b8ac2cb-3fa6-4047-a9ab-183d9e63ccac')","Pd, Pd 2.0E-4%, Pt 4.8E-4%, Rh 2.4E-5%, Ni 3.7E-2%, Cu 5.2E-2% in ore, in ground","['Ni', 'Cu']","[3.0477006492501503e-13, 4.428664360208941e-13]",7.476365009459091e-13
"('ecoinvent-3.4-biosphere', '4df0eac4-44bb-46b6-b588-e3513a1ead2f')","Lead, Pb 3.6E-1%, in mixed ore, in ground",['Pb'],[6.723107295578544e-13],6.723107295578544e-13
"('ecoinvent-3.4-biosphere', '4f684798-3870-45a1-b5f2-aa3444c0b8d6')","Copper, Cu 6.8E-1%, in mixed ore, in ground",['Cu'],[6.927473098058106e-11],6.927473098058106e-11
"('ecoinvent-3.4-biosphere', '4f701354-38fd-40b0-8c90-4c1df36ec45a')","Lead, 5.0% in sulfide, Pb 3.0%, Zn, Ag, Cd, In, in ground",['Pb'],[7.653352202219224e-09],7.653352202219224e-09
"('ecoinvent-3.4-biosphere', '535bbc83-033b-42fe-9a68-8dc9eb420385')","Pd, Pd 7.3E-4%, Pt 2.5E-4%, Rh 2.0E-5%, Ni 2.3E+0%, Cu 3.2E+0% in ore, in ground","['Ni', 'Cu']","[7.707244509940196e-12, 1.0503749823746687e-11]",1.8210994333686882e-11
"('ecoinvent-3.4-biosphere', '5514ccd2-469f-4074-9905-529154e7f742')","Molybdenum, 0.014% in sulfide, Mo 8.2E-3% and Cu 0.81% in crude ore, in ground","['Mo', 'Cu']","[4.0265198700128905e-10, 3.44555297422174e-10]",7.47207284423463e-10
"('ecoinvent-3.4-biosphere', '5afa470c-ab8c-4ec3-8a18-5c0bed973571')","Copper, Cu 0.38%, in mixed ore, in ground",['Cu'],[8.224861810768548e-08],8.224861810768548e-08
"('ecoinvent-3.4-biosphere', '636a8446-9899-43a6-b4bf-213f25d69c88')","Pt, Pt 4.8E-4%, Pd 2.0E-4%, Rh 2.4E-5%, Ni 3.7E-2%, Cu 5.2E-2% in ore, in ground","['Ni', 'Cu']","[7.097704380089323e-13, 9.847265459758921e-13]",1.6944969839848245e-12
"('ecoinvent-3.4-biosphere', '7005a356-23d8-4d38-9dbc-fa75401b400e')","Rh, Rh 2.0E-5%, Pt 2.5E-4%, Pd 7.3E-4%, Ni 2.3E+0%, Cu 3.2E+0% in ore, in ground","['Ni', 'Cu']","[2.1036710026372936e-13, 3.074014085321485e-13]",5.177685087958778e-13
"('ecoinvent-3.4-biosphere', '704399e3-cf6b-483d-84f5-466e91a9d17c')","Copper, Cu 0.2%, in mixed ore, in ground",['Cu'],[7.596461926101647e-12],7.596461926101647e-12
"('ecoinvent-3.4-biosphere', '719def62-0941-4264-bc54-97093d847d7a')","Molybdenum, 0.025% in sulfide, Mo 8.2E-3% and Cu 0.39% in crude ore, in ground","['Mo', 'Cu']","[4.797742874631119e-09, 1.977435108336989e-09]",6.775177982968108e-09
"('ecoinvent-3.4-biosphere', '73b7f080-b7ae-417c-b740-b4c9eabfb35a')","Cu, Cu 3.2E+0%, Pt 2.5E-4%, Pd 7.3E-4%, Rh 2.0E-5%, Ni 2.3E+0% in ore, in ground","['Cu', 'Ni']","[4.6051977030030174e-08, 3.3820344612122334e-08]",7.98723216421525e-08
"('ecoinvent-3.4-biosphere', '79df5650-160a-4ab7-a14f-cc8162877f4a')","Copper, 0.99% in sulfide, Cu 0.36% and Mo 8.2E-3% in crude ore, in ground","['Cu', 'Mo']","[8.468603515272383e-08, 2.226039738532232e-07]",3.0729000900594705e-07
"('ecoinvent-3.4-biosphere', '7cd1d217-70a7-4452-abc4-3b1100763d6d')","Gold, Au 1.3E-4%, Ag 4.6E-5%, in ore, in ground",['Ag'],[4.4151440116045566e-13],4.4151440116045566e-13
"('ecoinvent-3.4-biosphere', '8508a83c-6a37-4159-93cc-21a2645390ab')","Cu, Cu 5.2E-2%, Pt 4.8E-4%, Pd 2.0E-4%, Rh 2.4E-5%, Ni 3.7E-2% in ore, in ground","['Cu', 'Ni']","[1.494752374479546e-10, 1.0864499216963225e-10]",2.5812022961758683e-10
"('ecoinvent-3.4-biosphere', '86c6e6cd-c2f5-4977-bad6-ce9cd48cf721')","Nickel, 1.13% in sulfide, Ni 0.76% and Cu 0.76% in crude ore, in ground","['Ni', 'Cu']","[1.6256656706352558e-08, 1.5910315386340855e-08]",3.216697209269341e-08
"('ecoinvent-3.4-biosphere', '8bc65fca-548d-4831-b102-391bbdd6bc8c')","Aluminium, 24% in bauxite, 11% in crude ore, in ground",['Al'],[6.97161091949931e-09],6.97161091949931e-09
"('ecoinvent-3.4-biosphere', '99c56f25-9ebb-4e6a-a3e2-e4dc61e9d697')","Iron, 72% in magnetite, 14% in crude ore, in ground",['Fe'],[1.2872783158726455e-10],1.2872783158726455e-10
"('ecoinvent-3.4-biosphere', '9a7380d1-6e23-48ad-b35a-14bd1ecb3133')","Phosphorus, 18% in apatite, 4% in crude ore, in ground",['P'],[9.224480925606025e-11],9.224480925606025e-11
"('ecoinvent-3.4-biosphere', '9f9f1f14-6eee-4067-b4a5-80e75fc7b295')","Manganese, 35.7% in sedimentary deposit, 14.2% in crude ore, in ground",['Mn'],[4.100085610956424e-08],4.100085610956424e-08
"('ecoinvent-3.4-biosphere', 'a45cd247-3532-4e27-bddc-b519fdb5e08f')","Aluminium, in ground",['Al'],[0.00030032062751652824],0.00030032062751652824
"('ecoinvent-3.4-biosphere', 'a64e65fe-3c33-44f1-bd2d-ab7fac07653f')","Phosphorus, 18% in apatite, 12% in crude ore, in ground",['P'],[3.505346977507905e-11],3.505346977507905e-11
"('ecoinvent-3.4-biosphere', 'a76cf135-2be1-4e53-9423-9211acd100f1')","Molybdenum, 0.022% in sulfide, Mo 8.2E-3% and Cu 0.22% in crude ore, in ground","['Mo', 'Cu']","[4.16975586650335e-09, 9.69434628485815e-10]",5.139190494989165e-09
"('ecoinvent-3.4-biosphere', 'a9ad523f-b721-4f07-ad9f-584053f3454d')","Lithium, 0.15% in brine, in ground",['Li'],[6.499685580243136e-11],6.499685580243136e-11
"('ecoinvent-3.4-biosphere', 'ac8571b8-b00b-479d-93cf-b9374feaee05')","Molybdenum, 0.016% in sulfide, Mo 8.2E-3% and Cu 0.27% in crude ore, in ground","['Mo', 'Cu']","[5.3534488856535706e-09, 1.5277224781740127e-09]",6.8811713638275835e-09
"('ecoinvent-3.4-biosphere', 'b569dc97-52fe-4e39-9627-183b1002c287')","Copper, 2.19% in sulfide, Cu 1.83% and Mo 8.2E-3% in crude ore, in ground","['Cu', 'Mo']","[1.2248510258331962e-07, 6.333697142077863e-08]",1.8582207400409825e-07
"('ecoinvent-3.4-biosphere', 'c15f6c4d-bf7a-4a7c-91c6-53aad6a630a8')","Silver, 0.007% in sulfide, Ag 0.004%, Pb, Zn, Cd, In, in ground",['Ag'],[1.3461774091424838e-09],1.3461774091424838e-09
"('ecoinvent-3.4-biosphere', 'c3b2ba62-b158-47b1-8e1e-e76156e5292a')","Zinc, Zn 3.1%, in mixed ore, in ground",['Zn'],[6.263744721615116e-11],6.263744721615116e-11
"('ecoinvent-3.4-biosphere', 'c8f18160-6937-4bb9-ad0c-dffa942ca41e')","Copper, 1.42% in sulfide, Cu 0.81% and Mo 8.2E-3% in crude ore, in ground","['Cu', 'Mo']","[1.6786883529354398e-08, 1.9611030740898328e-08]",3.639791427025273e-08
"('ecoinvent-3.4-biosphere', 'cfaa80f4-8e19-4fd6-942a-eaea14812896')","Silver, Ag 9.7E-4%, in mixed ore, in ground",['Ag'],[6.463770832998826e-10],6.463770832998826e-10
"('ecoinvent-3.4-biosphere', 'd02343bd-b00d-4fb3-9bda-2e8183f3b012')","Silver, Ag 2.1E-4%, Au 2.1E-4%, in ore, in ground",['Ag'],[4.4151440116045566e-13],4.4151440116045566e-13
"('ecoinvent-3.4-biosphere', 'd0779a5e-6969-4144-954e-ceb81fb83f15')","Cobalt, in ground",['Co'],[9.286362133909067e-10],9.286362133909067e-10
"('ecoinvent-3.4-biosphere', 'd76320f7-6761-4864-92a6-660fa3453ffa')","Silver, Ag 4.2E-3%, Au 1.1E-4%, in ore, in ground",['Ag'],[1.9139649290313435e-10],1.9139649290313435e-10
"('ecoinvent-3.4-biosphere', 'e47e4e5f-6528-413d-a8fb-1cd1875fbd73')","Nickel, 1.98% in silicates, 1.04% in crude ore, in ground",['Ni'],[1.4199961605283624e-06],1.4199961605283624e-06
"('ecoinvent-3.4-biosphere', 'eaa3e9d4-68d6-4267-a7a5-48b141c3861e')","Silver, Ag 5.4E-3%, in mixed ore, in ground",['Ag'],[2.7373892871948858e-11],2.7373892871948858e-11
"('ecoinvent-3.4-biosphere', 'ed5ace5c-a203-4816-b33b-9fe0c5f0f519')","Copper, 1.13% in sulfide, Cu 0.76% and Ni 0.76% in crude ore, in ground","['Cu', 'Ni']","[8.182405484686538e-09, 8.360485055257236e-09]",1.6542890539943775e-08
"('ecoinvent-3.4-biosphere', 'eda28c96-8899-4d84-bf18-35c3f1de518e')","Molybdenum, 0.11% in sulfide, Mo 4.1E-2% and Cu 0.36% in crude ore, in ground","['Mo', 'Cu']","[6.331933846867485e-08, 4.817772021981599e-09]",6.813711049065645e-08
"('ecoinvent-3.4-biosphere', 'ee540366-b970-46af-94d8-4c253ded5577')","Kaolinite, 24% in crude ore, in ground",['Al'],[7.94549182656237e-07],7.94549182656237e-07
"('ecoinvent-3.4-biosphere', 'ef6dd09f-bddc-49b4-a207-dbaec2f07bb5')","Chromium, 25.5% in chromite, 11.6% in crude ore, in ground",['Cr'],[1.5460494016636264e-07],1.5460494016636264e-07
"('ecoinvent-3.4-biosphere', 'f09c3144-a268-4bed-8ca2-63005b6ef75f')","Nickel, Ni 2.5E+0%, in mixed ore, in ground",['Ni'],[9.376976551823203e-10],9.376976551823203e-10
"('ecoinvent-3.4-biosphere', 'f7360584-688a-4b6f-bc4a-db00a1e7b022')","Rh, Rh 2.4E-5%, Pt 4.8E-4%, Pd 2.0E-4%, Ni 3.7E-2%, Cu 5.2E-2% in ore, in ground","['Ni', 'Cu']","[3.612952968518331e-14, 8.857328720417754e-14]",1.2470281688936084e-13
"('ecoinvent-3.4-biosphere', 'f77aacc3-2c22-4bda-99ab-fe1110a1b891')","Iron, 46% in ore, 25% in crude ore, in ground",['Fe'],[2.951541671435319e-06],2.951541671435319e-06
"('ecoinvent-3.4-biosphere', 'f8f1ba14-9934-4678-8a78-e2cf1fce7775')","Zinc, Zn 0.63%, in mixed ore, in ground",['Zn'],[7.403685747782803e-10],7.403685747782803e-10
"('ecoinvent-3.4-biosphere', 'febbfa6e-44d4-42a0-abcd-aec8a428f75e')","Ni, Ni 3.7E-2%, Pt 4.8E-4%, Pd 2.0E-4%, Rh 2.4E-5%, Cu 5.2E-2% in ore, in ground","['Ni', 'Cu']","[1.549391571178907e-10, 2.131385901751849e-10]",3.680777472930756e-10
"('ecoinvent-3.4-biosphere', 'ff741136-d6ee-444a-a15b-3b308e376db8')","Gold, Au 1.1E-4%, Ag 4.2E-3%, in ore, in ground",['Ag'],[9.27180242436964e-12],9.27180242436964e-12
